match_id,tournament_name,tournament_slug,tournament_year,category,court,status,t1_p1,t1_p2,t2_p1,t2_p2,t1_set1,t1_set2,t1_set3,t2_set1,t2_set2,t2_set3,winner,match_longest_points_won_streak_t1,match_longest_points_won_streak_t2,match_total_points_won_t1,match_total_points_won_t2,match_total_return_points_won_t1,match_total_return_points_won_t2,match_total_serve_points_won_t1,match_total_serve_points_won_t2,return_first_return_points_won_t1,return_first_return_points_won_t2,return_return_games_played_t1,return_return_games_played_t2,return_second_return_points_won_t1,return_second_return_points_won_t2,service_aces_t1,service_aces_t2,service_double_faults_t1,service_double_faults_t2,service_first_serve_points_won_t1,service_first_serve_points_won_t2,service_second_serve_points_won_t1,service_second_serve_points_won_t2,service_services_games_played_t1,service_services_games_played_t2
4203,BUENOS AIRES P1,buenos-aires-p1,2025,Women Q1,COURT 4,Completed,Gallardo Salvado,Casali,Margherita Aima,Rosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,BUENOS AIRES P1,buenos-aires-p1,2025,Women Q1,COURT 4,Completed,Navarro Björk,Albuquerque Melo,Arancibia,Ahumada Carrasco,7,6,,5,3,,1,9,5,58% 72/124,42% 52/124,48% 30/63,31% 19/61,69% 42/61,52% 33/63,49% 30/61,31% 17/55,10,11,0% 0/0,33% 2/6,0,0,0,0,69% 38/55,51% 31/61,67% 4/6,100% 2/2,11,10
4205,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT CENTRAL,Completed,Valenzuela,Hernandez Alvarez,Gonzalez,Luco,6,6,,3,3,,1,7,4,56% 72/128,44% 56/128,50% 27/54,39% 29/74,61% 45/74,50% 27/54,43% 20/46,41% 26/64,9,9,88% 7/8,30% 3/10,0,0,0,0,59% 38/64,57% 26/46,70% 7/10,12% 1/8,9,9
4206,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT CENTRAL,Completed,Diaz,Graupera,Abud,Gonzalez San Martin,5,5,,7,7,,2,5,7,44% 65/148,56% 83/148,41% 31/75,53% 39/73,47% 34/73,59% 44/75,43% 29/68,51% 32/63,12,12,29% 2/7,70% 7/10,0,0,0,0,49% 31/63,57% 39/68,30% 3/10,71% 5/7,12,12
4207,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT CENTRAL,Completed,Fernandez Lancha,Jensen Sirvent,Piotto Albornoz,Del Castillo,7,6,,6,3,,1,5,5,55% 77/141,45% 64/141,38% 26/68,30% 22/73,70% 51/73,62% 42/68,40% 23/57,30% 18/60,10,11,27% 3/11,31% 4/13,0,0,0,0,70% 42/60,60% 34/57,69% 9/13,73% 8/11,11,10
4208,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT CENTRAL,Completed,Moyano,Cabeza Teres,Martinez,Benitez Lara,6,1,,7,6,,2,6,5,45% 53/119,55% 66/119,25% 15/59,37% 22/60,63% 38/60,75% 44/59,27% 12/45,34% 17/50,9,10,21% 3/14,50% 5/10,0,0,0,0,66% 33/50,73% 33/45,50% 5/10,79% 11/14,10,9
4209,BUENOS AIRES P1,buenos-aires-p1,2025,Women R32,COURT CENTRAL,Completed,Banchero,Jimenez,Sainz,Llaguno,1,1,,6,6,,2,2,7,35% 34/96,65% 62/96,24% 10/41,56% 31/55,44% 24/55,76% 31/41,22% 9/40,57% 31/54,7,7,100% 1/1,0% 0/0,0,0,0,0,43% 23/54,78% 31/40,100% 1/1,0% 0/1,7,7
4210,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT CENTRAL,Completed,Santigosa Sastre,Sanchez Chamero,Lijo,Cruz Belluati,5,7,4,7,6,6,2,6,7,50% 112/226,50% 114/226,40% 44/110,41% 48/116,59% 68/116,60% 66/110,38% 38/99,43% 44/103,17,17,55% 6/11,31% 4/13,0,0,0,0,57% 59/103,62% 61/99,69% 9/13,45% 5/11,17,17
4212,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT 2,Completed,Zapata,Jimenez Casas,Mouriño,Fernandez,4,6,7,6,3,5,1,8,9,52% 110/211,48% 101/211,45% 45/101,41% 45/110,59% 65/110,55% 56/101,46% 40/87,39% 37/96,15,16,36% 5/14,57% 8/14,0,0,1,0,61% 59/96,54% 47/87,43% 6/14,64% 9/14,16,15
4213,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT 2,Completed,Sager,Campagnolo,Valdes,Collado Losada,7,3,6,5,6,3,1,6,5,52% 99/191,48% 92/191,40% 40/99,36% 33/92,64% 59/92,60% 59/99,41% 35/86,34% 29/86,15,15,38% 5/13,67% 4/6,0,0,0,0,66% 57/86,59% 51/86,33% 2/6,62% 8/13,15,15
4214,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT 2,Completed,Rubio,Ruiz,Diestro,Esbri,3,1,,6,1,,2,6,7,43% 32/74,57% 42/74,26% 9/34,42% 17/40,58% 23/40,74% 25/34,32% 8/25,41% 15/37,6,6,11% 1/9,67% 2/3,0,0,0,0,59% 22/37,68% 17/25,33% 1/3,89% 8/9,6,6
4215,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT 2,Completed,Melendez Amaya,Dominguez,Agustin Torre,Cepero,4,6,3,6,3,6,2,8,6,50% 94/188,50% 94/188,38% 38/99,37% 33/89,63% 56/89,62% 61/99,38% 33/87,36% 29/81,14,14,42% 5/12,50% 4/8,0,0,0,0,64% 52/81,62% 54/87,50% 4/8,58% 7/12,14,14
4216,BUENOS AIRES P1,buenos-aires-p1,2025,Women R32,COURT 2,Completed,Caldera Sanchez,Goenaga,Salazar,Virseda,6,6,,4,3,,1,5,4,54% 75/138,46% 63/138,52% 34/65,44% 32/73,56% 41/73,48% 31/65,51% 31/61,44% 28/63,9,10,75% 3/4,40% 4/10,0,0,0,0,56% 35/63,49% 30/61,60% 6/10,25% 1/4,10,9
4217,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT 2,Completed,Gutierrez,Luis Lopez,Ruiz,Gil,3,4,,6,6,,2,6,6,43% 49/115,57% 66/115,32% 16/50,49% 32/65,51% 33/65,68% 34/50,31% 14/45,47% 27/57,9,10,40% 2/5,62% 5/8,0,0,0,0,53% 30/57,69% 31/45,38% 3/8,60% 3/5,10,9
4218,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT 2,Completed,Deus,Deus,Pineda Cabello,Luna Peinado,7,6,6,6,7,4,1,7,5,53% 121/228,47% 107/228,39% 48/122,31% 33/106,69% 73/106,61% 74/122,39% 42/109,31% 29/95,17,17,46% 6/13,36% 4/11,0,0,0,0,69% 66/95,61% 67/109,64% 7/11,54% 7/13,17,17
4219,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT 3,Completed,Patiniotis,Gala Sanchez,Quilez,Sans,6,3,6,1,6,0,1,10,7,57% 87/152,43% 65/152,46% 32/70,33% 27/82,67% 55/82,54% 38/70,45% 27/60,34% 26/77,11,11,50% 5/10,20% 1/5,0,0,0,0,66% 51/77,55% 33/60,80% 4/5,50% 5/10,11,11
4220,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT 3,Completed,Leygue,Moya,Ignacio Rubini,Lamperti,7,7,,5,6,,1,7,6,50% 76/151,50% 75/151,26% 19/73,27% 21/78,73% 57/78,74% 54/73,25% 17/68,26% 18/70,12,12,40% 2/5,38% 3/8,0,0,0,0,74% 52/70,75% 51/68,62% 5/8,60% 3/5,12,12
4221,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT 3,Completed,Nuñez,Kviatkovski,Munoz,Gutierrez,5,7,4,7,6,6,2,6,8,49% 108/221,51% 113/221,41% 51/125,41% 39/96,59% 57/96,59% 74/125,39% 45/114,37% 31/84,17,17,55% 6/11,67% 8/12,0,0,0,0,63% 53/84,61% 69/114,33% 4/12,45% 5/11,17,17
4222,BUENOS AIRES P1,buenos-aires-p1,2025,Women R32,COURT 3,Completed,Caparros Maldonado,Barrera De La Fuente,Talavan,Sharifova,1,6,6,6,4,4,1,5,10,48% 94/196,52% 102/196,41% 39/95,46% 46/101,54% 55/101,59% 56/95,43% 37/86,47% 39/83,13,14,22% 2/9,39% 7/18,0,0,0,0,53% 44/83,57% 49/86,61% 11/18,78% 7/9,14,13
4223,BUENOS AIRES P1,buenos-aires-p1,2025,Women R32,COURT 3,Completed,Guinart España,Iglesias,Collombon,Martinez,6,3,4,0,6,6,2,9,6,49% 80/164,51% 84/164,40% 33/83,42% 34/81,58% 47/81,60% 50/83,42% 31/74,44% 31/71,13,12,22% 2/9,30% 3/10,0,0,0,0,56% 40/71,58% 43/74,70% 7/10,78% 7/9,12,13
4224,BUENOS AIRES P1,buenos-aires-p1,2025,Men R64,COURT 3,Completed,Gil,Mendez,Goenaga,Hernandez Quesada,6,2,,7,6,,2,6,8,42% 54/129,58% 75/129,33% 19/58,51% 36/71,49% 35/71,67% 39/58,33% 16/49,49% 32/65,10,10,33% 3/9,67% 4/6,0,0,0,0,51% 33/65,67% 33/49,33% 2/6,67% 6/9,10,10
4225,BUENOS AIRES P1,buenos-aires-p1,2025,Women Q2,COURT 4,Completed,Fassio Goyenche,Nogueira,Arellano Navarro,Montes Cabruja,6,4,6,2,6,3,1,7,7,53% 92/173,47% 81/173,41% 33/81,36% 33/92,64% 59/92,59% 48/81,39% 28/72,36% 27/75,13,14,56% 5/9,35% 6/17,0,0,0,0,64% 48/75,61% 44/72,65% 11/17,44% 4/9,14,13
4226,BUENOS AIRES P1,buenos-aires-p1,2025,Women Q2,COURT 4,Completed,Merino Saez,Navarro lopez-Barajas,Montesi,Laura Ferreyra,5,4,,7,6,,2,5,10,46% 66/144,54% 78/144,44% 33/75,52% 36/69,48% 33/69,56% 42/75,44% 28/64,51% 29/57,11,11,45% 5/11,58% 7/12,0,0,0,0,49% 28/57,56% 36/64,42% 5/12,55% 6/11,11,11
4227,BUENOS AIRES P1,buenos-aires-p1,2025,Women Q2,COURT 4,Completed,Gallardo Salvado,Casali,Borrero,Perez Ortiz,1,1,,6,6,,2,4,7,35% 28/80,65% 52/80,32% 12/37,63% 27/43,37% 16/43,68% 25/37,34% 12/35,65% 22/34,7,7,0% 0/0,56% 5/9,0,0,0,0,35% 12/34,66% 23/35,44% 4/9,100% 2/2,7,7
4228,BUENOS AIRES P1,buenos-aires-p1,2025,Women Q2,COURT 4,Completed,Navarro Björk,Albuquerque Melo,Saiz Vallejo,Lobo,1,6,1,6,4,6,2,3,7,42% 65/155,58% 90/155,32% 23/72,49% 41/83,51% 42/83,68% 49/72,32% 22/69,49% 33/67,12,12,33% 1/3,50% 8/16,0,0,0,0,51% 34/67,68% 47/69,50% 8/16,67% 2/3,12,12
4229,BUENOS AIRES P1,buenos-aires-p1,2025,Women R32,COURT CENTRAL,Completed,Ortega,Alonso De Villa,Calvo Santamaria,Osoro,7,1,3,5,6,6,2,6,5,45% 95/209,55% 114/209,43% 40/94,52% 60/115,48% 55/115,57% 54/94,43% 33/77,50% 47/94,14,14,41% 7/17,62% 13/21,0,0,0,0,50% 47/94,57% 44/77,38% 8/21,59% 10/17,14,14
4230,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT CENTRAL,Completed,Yanguas,Nieto,Valenzuela,Hernandez Alvarez,6,6,,2,3,,1,5,5,57% 73/129,43% 56/129,49% 37/76,32% 17/53,68% 36/53,51% 39/76,48% 32/66,31% 15/48,9,8,50% 5/10,40% 2/5,0,0,0,0,69% 33/48,52% 34/66,60% 3/5,50% 5/10,8,9
4231,BUENOS AIRES P1,buenos-aires-p1,2025,Women R32,COURT CENTRAL,Completed,Icardo,Jensen,Borrero,Perez Ortiz,6,6,,0,1,,1,6,4,67% 51/76,33% 25/76,74% 29/39,41% 15/37,59% 22/37,26% 10/39,81% 26/32,39% 13/33,7,6,43% 3/7,50% 2/4,0,0,0,0,61% 20/33,19% 6/32,50% 2/4,57% 4/7,6,7
4232,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT CENTRAL,Completed,Sager,Campagnolo,Chingotto,Galan,3,1,,6,6,,2,5,6,41% 38/93,59% 55/93,26% 11/43,46% 23/50,54% 27/50,74% 32/43,29% 10/35,51% 22/43,8,8,12% 1/8,14% 1/7,0,0,0,0,49% 21/43,71% 25/35,86% 6/7,88% 7/8,8,8
4233,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT CENTRAL,Completed,Tello,Di Nenno,Fernandez Lancha,Jensen Sirvent,4,7,6,6,5,3,1,6,5,53% 112/212,47% 100/212,43% 48/112,36% 36/100,64% 64/100,57% 64/112,41% 40/98,35% 29/82,15,16,57% 8/14,39% 7/18,0,0,0,0,65% 53/82,59% 58/98,61% 11/18,43% 6/14,16,15
4234,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT CENTRAL,Completed,Agustin Torre,Cepero,Stupaczuk,Lebron,3,2,,6,6,,2,4,9,37% 38/103,63% 65/103,33% 17/52,59% 30/51,41% 21/51,67% 35/52,33% 16/49,57% 26/46,9,8,33% 1/3,80% 4/5,0,0,0,0,43% 20/46,67% 33/49,20% 1/5,67% 2/3,8,9
4235,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT CENTRAL,Completed,Coello,Tapia,Ruiz,Gil,6,6,,4,1,,1,9,4,59% 70/118,41% 48/118,56% 35/63,36% 20/55,64% 35/55,44% 28/63,54% 28/52,38% 20/53,8,9,64% 7/11,0% 0/0,0,0,0,0,62% 33/53,46% 24/52,100% 2/2,36% 4/11,9,8
4236,BUENOS AIRES P1,buenos-aires-p1,2025,Women R32,COURT 2,Completed,Orsi,Rodriguez,Saiz Vallejo,Lobo,5,7,6,7,6,4,1,6,5,50% 115/229,50% 114/229,49% 53/109,48% 58/120,52% 62/120,51% 56/109,49% 51/105,49% 56/115,17,17,50% 2/4,40% 2/5,0,0,0,0,51% 59/115,51% 54/105,60% 3/5,50% 2/4,17,17
4237,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT 2,Completed,Abud,Gonzalez San Martin,Bergamini,Navarro,2,3,,6,6,,2,5,11,39% 38/98,61% 60/98,39% 20/51,62% 29/47,38% 18/47,61% 31/51,44% 18/41,60% 25/42,9,8,20% 2/10,80% 4/5,0,0,0,0,40% 17/42,56% 23/41,20% 1/5,80% 8/10,8,9
4238,BUENOS AIRES P1,buenos-aires-p1,2025,Women R32,COURT 2,Completed,Riera,Eugenio Barrera,Castello,Rufo Ortiz,6,3,7,4,6,5,1,6,7,49% 96/194,51% 98/194,40% 41/102,40% 37/92,60% 55/92,60% 61/102,41% 41/100,41% 37/91,16,15,0% 0/0,0% 0/0,0,0,0,0,59% 54/91,59% 59/100,100% 1/1,100% 2/2,15,16
4239,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT 2,Completed,Aguirre,Alfonso,Diestro,Esbri,2,2,,6,6,,2,5,8,40% 42/106,60% 64/106,36% 19/53,57% 30/53,43% 23/53,64% 34/53,32% 15/47,58% 26/45,8,8,67% 4/6,50% 4/8,0,0,0,0,42% 19/45,68% 32/47,50% 4/8,33% 2/6,8,8
4240,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT 2,Completed,Martinez,Benitez Lara,Cardona,Augsburger,4,2,,6,6,,2,4,6,45% 53/119,55% 66/119,33% 19/57,45% 28/62,55% 34/62,67% 38/57,33% 19/57,45% 27/60,9,9,0% 0/0,50% 1/2,0,0,0,0,55% 33/60,67% 38/57,50% 1/2,0% 0/0,9,9
4241,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT 2,Completed,Libaak,Garrido,Lijo,Cruz Belluati,2,6,,6,7,,2,5,5,43% 51/118,57% 67/118,28% 16/58,42% 25/60,58% 35/60,72% 42/58,29% 15/52,44% 22/50,10,10,17% 1/6,30% 3/10,0,0,0,0,56% 28/50,71% 37/52,70% 7/10,83% 5/6,10,10
4242,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT 2,Completed,Deus,Deus,Alonso,Bautista,6,4,3,3,6,6,2,8,5,49% 83/169,51% 86/169,38% 32/85,39% 33/84,61% 51/84,62% 53/85,38% 32/85,39% 33/84,14,14,0% 0/0,0% 0/0,0,0,0,0,61% 51/84,62% 53/85,0% 0/0,0% 0/0,14,14
4243,BUENOS AIRES P1,buenos-aires-p1,2025,Women R32,COURT 3,Completed,Fassio Goyenche,Nogueira,Las Heras,Marchetti,6,6,,4,4,,1,7,4,54% 69/128,46% 59/128,45% 31/69,36% 21/59,64% 38/59,55% 38/69,44% 26/59,34% 16/47,10,10,50% 5/10,42% 5/12,0,0,0,0,66% 31/47,56% 33/59,58% 7/12,50% 5/10,10,10
4244,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT 3,Completed,Ruiz,Sanchez,Patiniotis,Gala Sanchez,6,1,4,4,6,6,2,6,7,46% 72/157,54% 85/157,33% 30/91,36% 24/66,64% 42/66,67% 61/91,33% 28/84,28% 15/54,14,13,29% 2/7,75% 9/12,0,0,0,0,72% 39/54,67% 56/84,25% 3/12,71% 5/7,13,14
4245,BUENOS AIRES P1,buenos-aires-p1,2025,Women R32,COURT 3,Completed,Martinez Gomez,Marrero Marrero,Bellver Fructuoso,Rodriguez Abajo,6,6,,3,3,,1,7,8,57% 72/127,43% 55/127,49% 35/72,33% 18/55,67% 37/55,51% 37/72,48% 29/61,28% 14/50,9,9,55% 6/11,80% 4/5,0,0,0,0,72% 36/50,52% 32/61,20% 1/5,45% 5/11,9,9
4246,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT 3,Completed,Leygue,Moya,Leal,Guerrero,6,4,6,3,6,7,2,7,5,50% 95/190,50% 95/190,36% 34/95,36% 34/95,64% 61/95,64% 61/95,33% 29/87,33% 25/75,16,15,62% 5/8,45% 9/20,0,0,0,0,67% 50/75,67% 58/87,55% 11/20,38% 3/8,15,16
4247,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT 3,Completed,Gonzalez,Sanz,Munoz,Gutierrez,7,6,,6,3,,1,7,6,54% 75/138,46% 63/138,39% 27/70,29% 20/68,71% 48/68,61% 43/70,40% 26/65,28% 19/67,10,11,20% 1/5,100% 1/1,0,0,0,0,72% 48/67,60% 39/65,0% 0/1,80% 4/5,11,10
4248,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT 3,Completed,Chozas,Gutierrez,Montiel Caruso,Yob,6,6,,4,3,,1,6,7,56% 63/112,44% 49/112,52% 26/50,40% 25/62,60% 37/62,48% 24/50,49% 20/41,43% 23/54,9,10,67% 6/9,25% 2/8,0,0,0,0,57% 31/54,51% 21/41,75% 6/8,33% 3/9,10,9
4249,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT 3,Completed,Goenaga,Hernandez Quesada,Garcia,Barahona,4,6,,6,7,,2,6,6,47% 69/146,53% 77/146,29% 20/70,36% 27/76,64% 49/76,71% 50/70,31% 20/65,36% 25/69,11,11,0% 0/0,29% 2/7,0,0,0,0,64% 44/69,69% 45/65,71% 5/7,100% 5/5,11,11
4250,BUENOS AIRES P1,buenos-aires-p1,2025,Women R32,COURT 4,Completed,Ruiz Soto,Mesa Salazar,Montesi,Laura Ferreyra,6,6,,0,2,,1,5,5,61% 65/107,39% 42/107,55% 34/62,31% 14/45,69% 31/45,45% 28/62,56% 33/59,32% 12/38,7,7,33% 1/3,29% 2/7,0,0,0,0,68% 26/38,44% 26/59,71% 5/7,67% 2/3,7,7
4251,BUENOS AIRES P1,buenos-aires-p1,2025,Men R32,COURT 4,Completed,Zapata,Jimenez Casas,Jofre,Arroyo,4,2,,6,6,,2,5,7,44% 49/112,56% 63/112,28% 16/57,40% 22/55,60% 33/55,72% 41/57,31% 15/48,39% 19/49,9,9,11% 1/9,50% 3/6,0,0,0,0,61% 30/49,69% 33/48,50% 3/6,89% 8/9,9,9
4252,BUENOS AIRES P1,buenos-aires-p1,2025,Women R32,COURT 4,Completed,Arruabarrena,Bidahorria,Canovas Paredes,Velasco Postiguillo,6,5,4,1,7,6,2,5,6,51% 91/180,49% 89/180,48% 43/90,47% 42/90,53% 48/90,52% 47/90,48% 37/77,46% 38/82,14,15,46% 6/13,50% 4/8,0,0,0,0,54% 44/82,52% 40/77,50% 4/8,54% 7/13,15,14
4253,BUENOS AIRES P1,buenos-aires-p1,2025,Women R16,COURT CENTRAL,Completed,Sanchez,Josemaria,Orsi,Rodriguez,6,6,,2,3,,1,8,8,60% 62/103,40% 41/103,59% 32/54,39% 19/49,61% 30/49,41% 22/54,68% 28/41,41% 18/44,8,9,31% 4/13,20% 1/5,0,0,0,0,59% 26/44,32% 13/41,80% 4/5,69% 9/13,9,8
4254,BUENOS AIRES P1,buenos-aires-p1,2025,Men R16,COURT CENTRAL,Completed,Patiniotis,Gala Sanchez,Bergamini,Navarro,3,1,,6,6,,2,6,12,38% 42/110,62% 68/110,37% 18/49,61% 37/61,39% 24/61,63% 31/49,36% 14/39,60% 31/52,8,8,40% 4/10,67% 6/9,0,0,0,0,40% 21/52,64% 25/39,33% 3/9,60% 6/10,8,8
4255,BUENOS AIRES P1,buenos-aires-p1,2025,Women R16,COURT CENTRAL,Completed,Collombon,Martinez,Brea,Triay,1,1,,6,6,,2,3,12,30% 25/83,70% 58/83,28% 11/39,68% 30/44,32% 14/44,72% 28/39,24% 8/34,68% 27/40,7,7,60% 3/5,75% 3/4,0,0,0,0,32% 13/40,76% 26/34,25% 1/4,40% 2/5,7,7
4256,BUENOS AIRES P1,buenos-aires-p1,2025,Men R16,COURT CENTRAL,Completed,Diestro,Esbri,Chingotto,Galan,2,1,,6,6,,2,5,9,38% 35/93,62% 58/93,25% 10/40,53% 28/53,47% 25/53,75% 30/40,25% 9/36,52% 26/50,7,8,25% 1/4,67% 2/3,0,0,0,0,48% 24/50,75% 27/36,33% 1/3,75% 3/4,8,7
4257,BUENOS AIRES P1,buenos-aires-p1,2025,Men R16,COURT CENTRAL,Completed,Lijo,Cruz Belluati,Stupaczuk,Lebron,3,2,,6,6,,2,4,9,41% 49/120,59% 71/120,34% 20/59,52% 32/61,48% 29/61,66% 39/59,32% 17/53,52% 28/54,9,8,50% 3/6,57% 4/7,0,0,0,0,48% 26/54,68% 36/53,43% 3/7,50% 3/6,8,9
4258,BUENOS AIRES P1,buenos-aires-p1,2025,Men R16,COURT CENTRAL,Completed,Coello,Tapia,Garcia,Barahona,6,6,,1,4,,1,5,5,58% 72/125,42% 53/125,49% 35/71,31% 17/54,69% 37/54,51% 36/71,47% 27/58,33% 16/48,8,9,62% 8/13,17% 1/6,0,0,0,0,67% 32/48,53% 31/58,83% 5/6,38% 5/13,9,8
4259,BUENOS AIRES P1,buenos-aires-p1,2025,Women R16,COURT 2,Completed,Ruiz Soto,Mesa Salazar,Araujo,Ustero Prieto,6,4,,7,6,,2,6,8,49% 65/133,51% 68/133,38% 26/69,39% 25/64,61% 39/64,62% 43/69,37% 22/60,40% 22/55,11,11,44% 4/9,33% 3/9,0,0,0,0,60% 33/55,63% 38/60,67% 6/9,56% 5/9,11,11
4260,BUENOS AIRES P1,buenos-aires-p1,2025,Men R16,COURT 2,Completed,Yanguas,Nieto,Jofre,Arroyo,7,2,4,6,6,6,2,6,7,47% 99/209,53% 110/209,34% 33/97,41% 46/112,59% 66/112,66% 64/97,30% 23/76,42% 42/100,15,15,48% 10/21,33% 4/12,0,0,0,0,58% 58/100,70% 53/76,67% 8/12,52% 11/21,15,15
4261,BUENOS AIRES P1,buenos-aires-p1,2025,Women R16,COURT 2,Completed,Fernandez,Gonzalez,Caparros Maldonado,Barrera De La Fuente,6,6,,1,1,,1,8,3,65% 55/85,35% 30/85,59% 26/44,29% 12/41,71% 29/41,41% 18/44,63% 24/38,32% 12/38,7,7,33% 2/6,0% 0/0,0,0,0,0,68% 26/38,37% 14/38,100% 3/3,67% 4/6,7,7
4262,BUENOS AIRES P1,buenos-aires-p1,2025,Men R16,COURT 2,Completed,Tello,Di Nenno,Leal,Guerrero,6,6,,4,2,,1,9,8,57% 61/107,43% 46/107,50% 23/46,38% 23/61,62% 38/61,50% 23/46,51% 19/37,35% 18/51,9,9,44% 4/9,50% 5/10,0,0,0,0,65% 33/51,49% 18/37,50% 5/10,56% 5/9,9,9
4263,BUENOS AIRES P1,buenos-aires-p1,2025,Men R16,COURT 2,Completed,Chozas,Gutierrez,Alonso,Bautista,5,6,,7,7,,2,6,7,45% 75/167,55% 92/167,34% 29/85,44% 36/82,56% 46/82,66% 56/85,29% 20/70,42% 29/69,12,12,60% 9/15,54% 7/13,0,0,0,0,58% 40/69,71% 50/70,46% 6/13,40% 6/15,12,12
4264,BUENOS AIRES P1,buenos-aires-p1,2025,Men R16,COURT CENTRAL,Completed,Gonzalez,Sanz,Cardona,Augsburger,6,6,,1,4,,1,6,4,59% 57/96,41% 39/96,48% 21/44,31% 16/52,69% 36/52,52% 23/44,46% 17/37,33% 16/48,8,9,57% 4/7,0% 0/0,0,0,0,0,67% 32/48,54% 20/37,100% 4/4,43% 3/7,9,8
4265,BUENOS AIRES P1,buenos-aires-p1,2025,Women R16,COURT 3,Completed,Calvo Santamaria,Osoro,Fassio Goyenche,Nogueira,6,6,,3,0,,1,11,3,63% 68/108,37% 40/108,55% 38/69,23% 9/39,77% 30/39,45% 31/69,55% 38/69,23% 9/39,8,7,0% 0/0,0% 0/0,0,0,0,0,77% 30/39,45% 31/69,0% 0/0,0% 0/0,7,8
4266,BUENOS AIRES P1,buenos-aires-p1,2025,Women R16,COURT 3,Completed,Canovas Paredes,Velasco Postiguillo,Sainz,Llaguno,2,0,,6,6,,2,3,7,35% 35/99,65% 64/99,36% 18/50,65% 32/49,35% 17/49,64% 32/50,37% 16/43,62% 26/42,7,7,29% 2/7,86% 6/7,0,0,0,0,38% 16/42,63% 27/43,14% 1/7,71% 5/7,7,7
4267,BUENOS AIRES P1,buenos-aires-p1,2025,Women R16,COURT 3,Completed,Riera,Eugenio Barrera,Caldera Sanchez,Goenaga,1,1,,6,6,,2,4,8,40% 45/112,60% 67/112,38% 22/58,57% 31/54,43% 23/54,62% 36/58,38% 22/58,58% 31/53,7,7,0% 0/0,0% 0/0,0,0,0,0,42% 22/53,62% 36/58,100% 1/1,0% 0/0,7,7
4268,BUENOS AIRES P1,buenos-aires-p1,2025,Women R16,COURT 3,Completed,Icardo,Jensen,Martinez Gomez,Marrero Marrero,6,6,,3,1,,1,6,3,60% 60/100,40% 40/100,54% 30/56,32% 14/44,68% 30/44,46% 26/56,54% 26/48,24% 9/37,8,8,50% 4/8,71% 5/7,0,0,0,0,76% 28/37,46% 22/48,29% 2/7,50% 4/8,8,8
4269,BUENOS AIRES P1,buenos-aires-p1,2025,Women QF,COURT CENTRAL,Completed,Calvo Santamaria,Osoro,Araujo,Ustero Prieto,2,6,6,6,3,4,1,6,6,50% 93/185,50% 92/185,49% 37/75,49% 54/110,51% 56/110,51% 38/75,51% 32/63,52% 46/89,13,14,42% 5/12,38% 8/21,0,0,0,0,48% 43/89,49% 31/63,62% 13/21,58% 7/12,14,13
4270,BUENOS AIRES P1,buenos-aires-p1,2025,Women QF,COURT CENTRAL,Completed,Sanchez,Josemaria,Sainz,Llaguno,7,6,,5,1,,1,6,4,58% 68/117,42% 49/117,52% 28/54,37% 23/63,63% 40/63,48% 26/54,49% 22/45,35% 20/57,9,10,67% 6/9,50% 3/6,0,0,0,0,65% 37/57,51% 23/45,50% 3/6,33% 3/9,10,9
4271,BUENOS AIRES P1,buenos-aires-p1,2025,Men QF,COURT CENTRAL,Completed,Tello,Di Nenno,Chingotto,Galan,2,3,,6,6,,2,6,7,43% 44/102,57% 58/102,28% 13/46,45% 25/56,55% 31/56,72% 33/46,29% 11/38,41% 18/44,8,9,25% 2/8,58% 7/12,0,0,0,0,59% 26/44,71% 27/38,42% 5/12,75% 6/8,9,8
