match_id,tournament_name,tournament_slug,tournament_year,category,court,status,t1_p1,t1_p2,t2_p1,t2_p2,t1_set1,t1_set2,t1_set3,t2_set1,t2_set2,t2_set3,winner,match_longest_points_won_streak_t1,match_longest_points_won_streak_t2,match_total_points_won_t1,match_total_points_won_t2,match_total_return_points_won_t1,match_total_return_points_won_t2,match_total_serve_points_won_t1,match_total_serve_points_won_t2,return_first_return_points_won_t1,return_first_return_points_won_t2,return_return_games_played_t1,return_return_games_played_t2,return_second_return_points_won_t1,return_second_return_points_won_t2,service_aces_t1,service_aces_t2,service_double_faults_t1,service_double_faults_t2,service_first_serve_points_won_t1,service_first_serve_points_won_t2,service_second_serve_points_won_t1,service_second_serve_points_won_t2,service_services_games_played_t1,service_services_games_played_t2
3422,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q1,CENTER COURT,Completed,AlSuliman,Alkadi,Nunes,Solbes,0,0,,6,6,,2,2,17,16% 10/61,84% 51/61,11% 3/27,79% 27/34,21% 7/34,89% 24/27,11% 3/27,79% 27/34,6,6,0% 0/0,0% 0/0,0,0,0,0,21% 7/34,89% 24/27,0% 0/0,0% 0/0,6,6
3423,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q1,CENTER COURT,Completed,Guichard,Geens,Almiaraj,Alshahrani,6,6,,1,0,,1,6,2,68% 52/76,32% 24/76,62% 28/45,23% 7/31,77% 24/31,38% 17/45,63% 22/35,26% 7/27,7,6,60% 6/10,0% 0/0,0,0,0,0,74% 20/27,37% 13/35,100% 4/4,40% 4/10,6,7
3424,RIYADH SEASON P1,riyadh-season-p1,2025,Women Q1,CENTER COURT,Completed,Montes Cabruja,Polo Bautista,Fahad Alharbi,Mohammed Salhab,6,6,,0,1,,1,13,3,75% 50/67,25% 17/67,74% 25/34,24% 8/33,76% 25/33,26% 9/34,69% 20/29,19% 5/27,7,6,100% 5/5,50% 3/6,0,0,0,0,81% 22/27,31% 9/29,50% 3/6,0% 0/5,6,7
3425,RIYADH SEASON P1,riyadh-season-p1,2025,Women Q1,CENTER COURT,Completed,Lobo,Saiz Vallejo,Casali,Vano Martin,6,7,,1,5,,1,6,7,58% 69/118,42% 49/118,58% 37/64,41% 22/54,59% 32/54,42% 27/64,58% 25/43,43% 20/47,10,9,57% 12/21,29% 2/7,0,0,0,0,57% 27/47,42% 18/43,71% 5/7,43% 9/21,9,10
3426,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q1,COURT 1,Completed,Araujo,Luque,Bueno,Mendez,5,4,,7,6,,2,5,6,47% 72/153,53% 81/153,40% 33/83,44% 31/70,56% 39/70,60% 50/83,39% 27/70,40% 23/58,11,11,46% 6/13,67% 8/12,0,0,0,0,60% 35/58,61% 43/70,33% 4/12,54% 7/13,11,11
3427,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q1,COURT 1,Completed,Gutierrez,Alfonso,Moyano,Fernandez Lancha,7,6,,6,3,,1,8,6,54% 74/138,46% 64/138,35% 25/71,27% 18/67,73% 49/67,65% 46/71,35% 25/71,27% 18/67,11,10,0% 0/0,0% 0/0,0,0,0,0,73% 49/67,65% 46/71,0% 0/0,0% 0/0,10,11
3428,RIYADH SEASON P1,riyadh-season-p1,2025,Women Q1,COURT 1,Completed,Eugenio Barrera,Rodriguez Abajo,Schuck Silva,Gomez Rivas,6,6,,4,3,,1,10,4,57% 68/119,43% 51/119,45% 27/60,31% 18/59,69% 41/59,55% 33/60,43% 21/49,35% 17/49,9,10,55% 6/11,10% 1/10,0,0,0,0,65% 32/49,57% 28/49,90% 9/10,45% 5/11,10,9
3429,RIYADH SEASON P1,riyadh-season-p1,2025,Women Q1,COURT 1,Completed,Perez Momha,Varo Ramos,Merino Saez,Perez Ortiz,0,2,,6,6,,2,4,10,34% 28/82,66% 54/82,36% 16/44,68% 26/38,32% 12/38,64% 28/44,36% 14/39,69% 24/35,7,7,40% 2/5,67% 2/3,0,0,0,0,31% 11/35,64% 25/39,33% 1/3,60% 3/5,7,7
3430,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q1,COURT 2,Completed,Abbate,Graziotti,Rodriguez Martinez,Arnaldos Serrano,7,7,,6,6,,1,8,5,55% 85/155,45% 70/155,43% 35/81,32% 24/74,68% 50/74,57% 46/81,41% 29/70,33% 19/58,12,12,55% 6/11,31% 5/16,0,0,0,0,67% 39/58,59% 41/70,69% 11/16,45% 5/11,12,12
3431,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q1,COURT 2,Completed,Castillo Valverde,Jorge Alfaro,Marques Berdonce,Mena,6,7,6,7,6,7,2,8,5,50% 119/240,50% 121/240,29% 33/114,32% 40/126,68% 86/126,71% 81/114,27% 28/103,32% 37/115,18,18,45% 5/11,27% 3/11,0,0,0,0,68% 78/115,73% 75/103,73% 8/11,55% 6/11,18,18
3432,RIYADH SEASON P1,riyadh-season-p1,2025,Women Q1,COURT 2,Completed,Lopez Lopez,Blanco Rojo,Navarro Björk,Soriano Perez,7,4,6,5,6,3,1,5,4,50% 118/234,50% 116/234,42% 49/117,41% 48/117,59% 69/117,58% 68/117,38% 33/86,40% 38/94,15,16,52% 16/31,43% 10/23,0,0,0,0,60% 56/94,62% 53/86,57% 13/23,48% 15/31,16,15
3433,RIYADH SEASON P1,riyadh-season-p1,2025,Women Q1,CENTER COURT,Completed,Cañellas Rodero,Peralta Exposito,Manquillo Alarza,Martinez Fortun,3,4,,6,6,,2,5,9,45% 57/126,55% 69/126,43% 24/56,53% 37/70,47% 33/70,57% 32/56,43% 24/56,53% 37/70,10,9,0% 0/0,0% 0/0,0,0,0,0,47% 33/70,57% 32/56,0% 0/0,0% 0/0,9,10
3435,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q1,COURT 3,Completed,Montiel Caruso,Leygue,Sanchez,Ruiz,7,6,,6,3,,1,5,7,54% 78/144,46% 66/144,39% 29/75,29% 20/69,71% 49/69,61% 46/75,40% 27/68,29% 17/59,11,10,29% 2/7,30% 3/10,0,0,0,0,71% 42/59,60% 41/68,70% 7/10,71% 5/7,10,11
3436,RIYADH SEASON P1,riyadh-season-p1,2025,Women Q1,COURT 3,Completed,Arellano Navarro,Lujan Rodriguez,Bellver Fructuoso,Godallier,6,3,6,4,6,1,1,6,4,53% 102/194,47% 92/194,42% 43/103,35% 32/91,65% 59/91,58% 60/103,42% 43/103,35% 32/91,13,13,0% 0/0,0% 0/0,0,0,0,0,65% 59/91,58% 60/103,0% 0/0,0% 0/0,13,13
3437,RIYADH SEASON P1,riyadh-season-p1,2025,Women Q1,COURT 3,Completed,Borrero,Calvo Santamaria,Gallardo Salvado,Pujals Perez,6,6,,1,1,,1,8,3,66% 65/99,34% 34/99,66% 33/50,35% 17/49,65% 32/49,34% 17/50,64% 25/39,38% 15/40,7,7,73% 8/11,22% 2/9,0,0,0,0,62% 25/40,36% 14/39,78% 7/9,27% 3/11,7,7
3438,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q2,CENTER COURT,Completed,Collado Losada,Martinez,Guichard,Geens,6,6,,3,3,,1,5,5,57% 59/103,43% 44/103,42% 22/53,26% 13/50,74% 37/50,58% 31/53,44% 21/48,24% 11/45,9,9,20% 1/5,40% 2/5,0,0,0,0,76% 34/45,56% 27/48,60% 3/5,80% 4/5,9,9
3439,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q2,CENTER COURT,Completed,Cordoba,Medina Murphy,Deus,Deus,1,4,,6,6,,2,3,5,38% 36/96,62% 60/96,18% 8/45,45% 23/51,55% 28/51,82% 37/45,18% 7/40,47% 21/45,9,8,20% 1/5,33% 2/6,1,0,0,0,53% 24/45,82% 33/40,67% 4/6,80% 4/5,8,9
3440,RIYADH SEASON P1,riyadh-season-p1,2025,Women Q2,CENTER COURT,Completed,Lobo,Saiz Vallejo,Manquillo Alarza,Martinez Fortun,6,6,,4,2,,1,5,6,54% 57/106,46% 49/106,41% 19/46,37% 22/60,63% 38/60,59% 27/46,44% 18/41,38% 20/53,9,9,20% 1/5,29% 2/7,0,0,0,0,62% 33/53,56% 23/41,71% 5/7,80% 4/5,9,9
3441,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q3,CENTER COURT,Completed,Collado Losada,Martinez,Piotto Albornoz,Del Castillo,3,6,5,6,4,7,2,6,7,49% 100/205,51% 105/205,42% 47/111,44% 41/94,56% 53/94,58% 64/111,43% 42/98,43% 36/83,16,15,38% 5/13,45% 5/11,0,0,0,0,57% 47/83,57% 56/98,55% 6/11,62% 8/13,15,16
3442,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q3,CENTER COURT,Completed,Ramirez,Perino,Deus,Deus,3,2,,6,6,,2,5,5,41% 45/110,59% 65/110,30% 16/53,49% 28/57,51% 29/57,70% 37/53,30% 16/53,49% 28/57,9,8,0% 0/0,0% 0/0,0,0,0,0,51% 29/57,70% 37/53,0% 0/0,0% 0/0,8,9
3443,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q2,COURT 1,Completed,Bueno,Mendez,Melendez Amaya,Marti,6,6,,4,1,,1,7,5,56% 67/120,44% 53/120,48% 25/52,38% 26/68,62% 42/68,52% 27/52,48% 25/52,38% 26/68,8,9,0% 0/0,0% 0/0,0,0,0,0,62% 42/68,52% 27/52,0% 0/0,0% 0/0,9,8
3444,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q2,COURT 1,Completed,Gutierrez,Alfonso,Sans,Quilez,3,6,,6,7,,2,6,6,47% 72/153,53% 81/153,43% 32/74,49% 39/79,51% 40/79,57% 42/74,43% 27/63,49% 35/72,10,11,45% 5/11,57% 4/7,0,0,0,0,51% 37/72,57% 36/63,43% 3/7,55% 6/11,11,10
3445,RIYADH SEASON P1,riyadh-season-p1,2025,Women Q2,COURT 1,Completed,Borrero,Calvo Santamaria,Merino Saez,Perez Ortiz,7,6,,6,2,,1,7,6,54% 73/135,46% 62/135,49% 33/67,41% 28/68,59% 40/68,51% 34/67,53% 27/51,41% 22/54,10,10,38% 6/16,43% 6/14,0,0,0,0,59% 32/54,47% 24/51,57% 8/14,62% 10/16,10,10
3446,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q3,COURT 1,Completed,Gil,Gonzalez,Bueno,Mendez,2,6,3,6,4,6,2,8,11,46% 86/186,54% 100/186,39% 37/95,46% 42/91,54% 49/91,61% 58/95,40% 32/81,48% 38/80,14,13,36% 5/14,36% 4/11,0,0,0,0,52% 42/80,60% 49/81,64% 7/11,64% 9/14,13,14
3447,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q3,COURT 1,Completed,Montiel Caruso,Leygue,Sans,Quilez,6,4,,7,6,,2,8,11,47% 81/173,53% 92/173,38% 32/84,45% 40/89,55% 49/89,62% 52/84,39% 28/71,45% 33/73,11,11,31% 4/13,44% 7/16,0,0,1,0,55% 40/73,61% 43/71,56% 9/16,69% 9/13,11,11
3448,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q2,COURT 2,Completed,Abbate,Graziotti,Piotto Albornoz,Del Castillo,6,4,,7,6,,2,5,6,46% 63/136,54% 73/136,31% 21/67,39% 27/69,61% 42/69,69% 46/67,33% 19/58,35% 20/57,11,11,22% 2/9,58% 7/12,0,0,1,0,65% 37/57,67% 39/58,42% 5/12,78% 7/9,11,11
3449,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q2,COURT 2,Completed,Ramirez,Perino,Marques Berdonce,Mena,4,7,6,6,6,4,1,8,6,52% 120/232,48% 112/232,38% 43/113,35% 42/119,65% 77/119,62% 70/113,38% 43/113,35% 42/119,16,16,0% 0/0,0% 0/0,0,0,0,0,65% 77/119,62% 70/113,0% 0/0,0% 0/0,16,16
3450,RIYADH SEASON P1,riyadh-season-p1,2025,Women Q2,COURT 2,Completed,Eugenio Barrera,Rodriguez Abajo,Lopez Lopez,Blanco Rojo,6,6,,2,4,,1,6,5,57% 69/121,43% 52/121,52% 36/69,37% 19/52,63% 33/52,48% 33/69,52% 36/69,37% 19/52,9,9,0% 0/0,0% 0/0,0,0,0,0,63% 33/52,48% 33/69,0% 0/0,0% 0/0,9,9
3451,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q2,COURT 3,Completed,Gil,Gonzalez,Nunes,Solbes,6,6,,3,1,,1,5,4,59% 54/91,41% 37/91,45% 22/49,24% 10/42,76% 32/42,55% 27/49,43% 20/46,24% 10/42,8,8,67% 2/3,0% 0/0,0,0,0,0,76% 32/42,57% 26/46,0% 0/0,33% 1/3,8,8
3452,RIYADH SEASON P1,riyadh-season-p1,2025,Men Q2,COURT 3,Completed,Ortega,Ramirez Navas,Montiel Caruso,Leygue,2,3,,6,6,,2,3,5,41% 43/105,59% 62/105,24% 12/49,45% 25/56,55% 31/56,76% 37/49,23% 10/43,45% 24/53,9,8,33% 2/6,33% 1/3,0,0,0,0,55% 29/53,77% 33/43,67% 2/3,67% 4/6,8,9
3453,RIYADH SEASON P1,riyadh-season-p1,2025,Women Q2,COURT 3,Completed,Montes Cabruja,Polo Bautista,Arellano Navarro,Lujan Rodriguez,0,6,6,6,3,4,1,6,10,49% 88/179,51% 91/179,41% 37/90,43% 38/89,57% 51/89,59% 53/90,42% 31/73,42% 32/77,12,13,35% 6/17,50% 6/12,0,0,0,0,58% 45/77,58% 42/73,50% 6/12,65% 11/17,13,12
3454,RIYADH SEASON P1,riyadh-season-p1,2025,Women R32,CENTER COURT,Completed,Goenaga,Caldera Sanchez,Virseda,Salazar,6,7,,4,6,,1,6,6,52% 85/162,48% 77/162,41% 31/76,37% 32/86,63% 54/86,59% 45/76,42% 28/67,36% 28/78,11,11,33% 3/9,50% 4/8,0,0,0,0,64% 50/78,58% 39/67,50% 4/8,67% 6/9,11,11
3455,RIYADH SEASON P1,riyadh-season-p1,2025,Men R64,CENTER COURT,Completed,Santigosa Sastre,Lamperti,Valenzuela,Hernandez Alvarez,6,6,3,7,3,6,2,8,5,50% 100/202,50% 102/202,32% 30/94,35% 38/108,65% 70/108,68% 64/94,30% 24/80,34% 34/99,15,15,43% 6/14,44% 4/9,0,0,0,0,66% 65/99,70% 56/80,56% 5/9,57% 8/14,15,15
3456,RIYADH SEASON P1,riyadh-season-p1,2025,Women R32,CENTER COURT,Completed,Lobo,Saiz Vallejo,Khalil Fareh,Yamani,6,6,,0,0,,1,9,3,76% 51/67,24% 16/67,68% 26/38,14% 4/29,86% 25/29,32% 12/38,70% 21/30,9% 2/22,6,6,62% 5/8,29% 2/7,0,0,1,0,91% 20/22,30% 9/30,71% 5/7,38% 3/8,6,6
3457,RIYADH SEASON P1,riyadh-season-p1,2025,Men R64,CENTER COURT,Completed,Alabdullah,Alrebdi,Goenaga,Zapata,0,1,,6,6,,2,3,9,25% 18/71,75% 53/71,19% 6/31,70% 28/40,30% 12/40,81% 25/31,25% 6/24,70% 21/30,7,6,0% 0/0,70% 7/10,0,0,1,0,30% 9/30,75% 18/24,30% 3/10,100% 7/7,6,7
3458,RIYADH SEASON P1,riyadh-season-p1,2025,Men R64,CENTER COURT,Completed,Alazzam,Alobidan,Sans,Quilez,0,0,,6,6,,2,3,7,27% 19/71,73% 52/71,17% 5/29,67% 28/42,33% 14/42,83% 24/29,17% 5/29,67% 28/42,6,6,0% 0/0,0% 0/0,0,0,0,0,33% 14/42,83% 24/29,0% 0/0,0% 0/0,6,6
3459,RIYADH SEASON P1,riyadh-season-p1,2025,Women R32,COURT 1,Completed,Barrera De La Fuente,Caparros Maldonado,Marchetti,Ruiz Soto,5,6,1,7,1,6,2,8,8,48% 76/158,52% 82/158,39% 32/83,41% 31/75,59% 44/75,61% 51/83,39% 32/83,41% 31/75,13,13,0% 0/0,0% 0/0,0,0,0,0,59% 44/75,61% 51/83,0% 0/0,0% 0/0,13,13
3460,RIYADH SEASON P1,riyadh-season-p1,2025,Women R32,COURT 1,Completed,Sainz,Llaguno,Montes Cabruja,Polo Bautista,6,6,,3,4,,1,11,5,59% 72/123,41% 51/123,46% 33/71,25% 13/52,75% 39/52,54% 38/71,49% 26/53,28% 13/47,9,10,39% 7/18,0% 0/0,0,0,0,0,72% 34/47,51% 27/53,100% 5/5,61% 11/18,10,9
3461,RIYADH SEASON P1,riyadh-season-p1,2025,Men R64,COURT 1,Completed,Ruiz,Gil,Patiniotis,Gala Sanchez,2,7,2,6,6,6,2,5,7,44% 78/177,56% 99/177,34% 31/92,45% 38/85,55% 47/85,66% 61/92,34% 31/92,45% 38/85,14,14,0% 0/0,0% 0/0,0,0,0,0,55% 47/85,66% 61/92,0% 0/0,0% 0/0,14,14
3462,RIYADH SEASON P1,riyadh-season-p1,2025,Men R64,COURT 1,Completed,Lijo,Rubio,Jimenez Casas,Benitez Lara,6,6,,4,0,,1,8,4,61% 65/107,39% 42/107,52% 33/63,27% 12/44,73% 32/44,48% 30/63,49% 27/55,28% 11/39,8,8,75% 6/8,20% 1/5,0,0,1,0,72% 28/39,51% 28/55,80% 4/5,25% 2/8,8,8
3463,RIYADH SEASON P1,riyadh-season-p1,2025,Men R64,COURT 1,Completed,Hernandez Quesada,Jofre,Bueno,Mendez,6,4,6,2,6,2,1,7,6,56% 89/158,44% 69/158,47% 37/79,34% 27/79,66% 52/79,53% 42/79,48% 32/67,34% 24/71,13,13,42% 5/12,38% 3/8,0,0,0,0,66% 47/71,52% 35/67,62% 5/8,58% 7/12,13,13
3464,RIYADH SEASON P1,riyadh-season-p1,2025,Men R64,COURT 2,Completed,Rico,Moya,Vilariño Gestoso,Oria,1,6,6,6,2,3,1,7,7,51% 69/135,49% 66/135,38% 23/60,39% 29/75,61% 46/75,62% 37/60,37% 19/52,38% 24/64,12,12,50% 4/8,45% 5/11,0,0,0,0,62% 40/64,63% 33/52,55% 6/11,50% 4/8,12,12
3465,RIYADH SEASON P1,riyadh-season-p1,2025,Women R32,COURT 2,Completed,Arruabarrena,Rufo Ortiz,Collombon,Martinez,5,5,,7,7,,2,4,6,48% 75/155,52% 80/155,38% 30/78,42% 32/77,58% 45/77,62% 48/78,39% 28/71,45% 32/71,12,12,29% 2/7,0% 0/0,0,0,0,0,55% 39/71,61% 43/71,100% 6/6,71% 5/7,12,12
3466,RIYADH SEASON P1,riyadh-season-p1,2025,Men R64,COURT 2,Completed,Rico,Gutierrez,Sager,Cruz Belluati,3,6,3,6,4,6,2,6,6,47% 81/174,53% 93/174,36% 33/92,41% 34/82,59% 48/82,64% 59/92,40% 33/83,42% 30/72,14,14,0% 0/0,40% 4/10,0,0,0,0,58% 42/72,60% 50/83,60% 6/10,100% 9/9,14,14
3467,RIYADH SEASON P1,riyadh-season-p1,2025,Men R64,COURT 2,Completed,Deus,Deus,Ayats,Garcia Rodrigo,7,6,,5,3,,1,7,8,54% 67/124,46% 57/124,51% 32/63,43% 26/61,57% 35/61,49% 31/63,50% 29/58,45% 25/56,10,11,60% 3/5,20% 1/5,0,0,0,0,55% 31/56,50% 29/58,80% 4/5,40% 2/5,11,10
3468,RIYADH SEASON P1,riyadh-season-p1,2025,Men R64,COURT 2,Completed,Piotto Albornoz,Del Castillo,Sanchez Chamero,Valdes,6,6,,2,3,,1,6,4,58% 60/103,42% 43/103,44% 23/52,27% 14/51,73% 37/51,56% 29/52,47% 21/45,30% 13/44,8,9,29% 2/7,14% 1/7,0,0,0,0,70% 31/44,53% 24/45,86% 6/7,71% 5/7,9,8
3469,RIYADH SEASON P1,riyadh-season-p1,2025,Men R64,COURT 3,Completed,Agustin Torre,Cepero,Diestro,Ruiz,6,5,6,3,7,4,1,8,4,52% 96/184,48% 88/184,35% 30/86,33% 32/98,67% 66/98,65% 56/86,34% 25/74,34% 31/92,15,16,42% 5/12,17% 1/6,0,0,0,0,66% 61/92,66% 49/74,83% 5/6,58% 7/12,16,15
3470,RIYADH SEASON P1,riyadh-season-p1,2025,Women R32,COURT 3,Completed,Carnicero Martin,Las Heras,Eugenio Barrera,Rodriguez Abajo,6,4,4,3,6,6,2,7,10,49% 96/196,51% 100/196,38% 37/97,40% 40/99,60% 59/99,62% 60/97,36% 30/83,40% 37/92,15,14,50% 7/14,43% 3/7,0,0,0,0,60% 55/92,64% 53/83,57% 4/7,50% 7/14,14,15
3471,RIYADH SEASON P1,riyadh-season-p1,2025,Men R64,COURT 3,Completed,Huete Hernandez,Mouriño,Munoz,Fernandez,6,3,6,4,6,3,1,7,11,51% 104/205,49% 101/205,43% 46/108,40% 39/97,60% 58/97,57% 62/108,43% 46/108,40% 39/97,14,14,0% 0/0,0% 0/0,0,0,0,0,60% 58/97,57% 62/108,0% 0/0,0% 0/0,14,14
3472,RIYADH SEASON P1,riyadh-season-p1,2025,Women R32,CENTER COURT,Completed,Martinez Gomez,Bidahorria,Icardo,Jensen,2,4,,6,6,,2,4,7,45% 60/133,55% 73/133,33% 21/63,44% 31/70,56% 39/70,67% 42/63,31% 16/51,44% 28/63,9,9,42% 5/12,43% 3/7,0,0,0,0,56% 35/63,69% 35/51,57% 4/7,58% 7/12,9,9
3473,RIYADH SEASON P1,riyadh-season-p1,2025,Men R32,CENTER COURT,Completed,Sager,Cruz Belluati,Di Nenno,Garrido,1,2,,6,6,,2,3,9,34% 30/89,66% 59/89,16% 6/38,53% 27/51,47% 24/51,84% 32/38,15% 5/34,53% 23/43,8,7,25% 1/4,50% 4/8,0,0,0,0,47% 20/43,85% 29/34,50% 4/8,75% 3/4,7,8
3474,RIYADH SEASON P1,riyadh-season-p1,2025,Women R32,CENTER COURT,Completed,Osoro,Castello,Guinart España,Iglesias,7,6,2,6,7,6,2,6,5,49% 118/241,51% 123/241,35% 43/123,36% 43/118,64% 75/118,65% 80/123,35% 43/123,36% 43/118,16,16,0% 0/0,0% 0/0,0,0,0,0,64% 75/118,65% 80/123,0% 0/0,0% 0/0,16,16
3475,RIYADH SEASON P1,riyadh-season-p1,2025,Men R32,CENTER COURT,Completed,Piotto Albornoz,Del Castillo,Alonso,Arroyo,2,5,,6,7,,2,6,6,44% 56/128,56% 72/128,35% 21/60,49% 33/68,51% 35/68,65% 39/60,36% 19/53,49% 27/55,10,10,29% 2/7,46% 6/13,0,0,0,0,51% 28/55,64% 34/53,54% 7/13,71% 5/7,10,10
3476,RIYADH SEASON P1,riyadh-season-p1,2025,Men R32,CENTER COURT,Completed,Navarro,Bergamini,Lijo,Rubio,6,3,6,0,6,3,1,7,8,57% 88/154,43% 66/154,45% 39/86,28% 19/68,72% 49/68,55% 47/86,48% 38/80,27% 15/56,12,12,17% 1/6,33% 4/12,0,0,0,0,73% 41/56,52% 42/80,67% 8/12,83% 5/6,12,12
3477,RIYADH SEASON P1,riyadh-season-p1,2025,Women R32,COURT 1,Completed,Ustero Prieto,Alonso De Villa,Nogueira,Fassio Goyenche,6,6,,4,4,,1,6,7,54% 75/140,46% 65/140,44% 32/72,37% 25/68,63% 43/68,56% 40/72,42% 25/59,33% 18/54,10,10,54% 7/13,50% 7/14,0,0,0,0,67% 36/54,58% 34/59,50% 7/14,46% 6/13,10,10
3478,RIYADH SEASON P1,riyadh-season-p1,2025,Men R32,COURT 1,Completed,Gonzalez,Sanz,Huete Hernandez,Mouriño,6,6,,2,2,,1,13,4,66% 59/89,34% 30/89,54% 25/46,21% 9/43,79% 34/43,46% 21/46,56% 20/36,25% 9/36,8,8,50% 5/10,0% 0/0,0,0,0,0,75% 27/36,44% 16/36,100% 7/7,50% 5/10,8,8
3479,RIYADH SEASON P1,riyadh-season-p1,2025,Women R32,COURT 1,Completed,Aguilar Carrillo,Navarro lopez-Barajas,Canovas Paredes,Velasco Postiguillo,7,4,0,6,6,0,,8,7,48% 70/145,52% 75/145,49% 36/74,52% 37/71,48% 34/71,51% 38/74,45% 26/58,49% 31/63,11,11,62% 10/16,75% 6/8,0,0,0,0,51% 32/63,55% 32/58,25% 2/8,38% 6/16,11,11
3480,RIYADH SEASON P1,riyadh-season-p1,2025,Men R32,COURT 1,Completed,Chozas,Ruiz,Hernandez Quesada,Jofre,6,6,6,3,7,4,1,5,6,54% 113/210,46% 97/210,39% 43/111,29% 29/99,71% 70/99,61% 68/111,40% 38/96,33% 29/87,15,16,33% 5/15,0% 0/0,0,0,0,0,67% 58/87,60% 58/96,100% 12/12,67% 10/15,16,15
3481,RIYADH SEASON P1,riyadh-season-p1,2025,Men R32,COURT 1,Completed,Patiniotis,Gala Sanchez,Capra,Esbri,4,6,6,6,0,7,2,9,5,51% 100/195,49% 95/195,40% 38/94,39% 39/101,61% 62/101,60% 56/94,41% 36/88,36% 31/85,14,14,33% 2/6,50% 8/16,0,0,0,0,64% 54/85,59% 52/88,50% 8/16,67% 4/6,14,14
3482,RIYADH SEASON P1,riyadh-season-p1,2025,Women R32,COURT 2,Completed,Talavan,Sharifova,Rodriguez,Orsi,7,3,7,6,6,6,1,8,6,51% 115/227,49% 112/227,36% 38/105,37% 45/122,63% 77/122,64% 67/105,36% 38/105,37% 45/122,16,17,0% 0/0,0% 0/0,0,0,0,0,63% 77/122,64% 67/105,0% 0/0,0% 0/0,17,16
3483,RIYADH SEASON P1,riyadh-season-p1,2025,Men R32,COURT 2,Completed,Leal,Gutierrez,Rico,Moya,7,7,,5,6,,1,7,5,55% 91/166,45% 75/166,42% 37/89,30% 23/77,70% 54/77,58% 52/89,42% 29/69,30% 21/69,12,12,40% 8/20,25% 2/8,0,0,0,0,70% 48/69,58% 40/69,75% 6/8,60% 12/20,12,12
3484,RIYADH SEASON P1,riyadh-season-p1,2025,Men R32,COURT 2,Completed,Goenaga,Zapata,Cardona,Augsburger,6,7,4,7,5,6,2,6,4,48% 104/216,52% 112/216,26% 25/96,34% 41/120,66% 79/120,74% 71/96,25% 22/87,34% 37/108,17,17,33% 3/9,33% 4/12,0,0,0,0,66% 71/108,75% 65/87,67% 8/12,67% 6/9,17,17
3485,RIYADH SEASON P1,riyadh-season-p1,2025,Men R32,COURT 2,Completed,Valenzuela,Hernandez Alvarez,Libaak,Tello,2,3,,6,6,,2,6,5,42% 48/114,58% 66/114,33% 15/46,51% 35/68,49% 33/68,67% 31/46,33% 12/36,48% 27/56,8,9,30% 3/10,67% 8/12,0,0,0,0,52% 29/56,67% 24/36,33% 4/12,70% 7/10,9,8
3486,RIYADH SEASON P1,riyadh-season-p1,2025,Men R32,COURT 2,Completed,Guerrero,Bautista,Sans,Quilez,7,6,,5,3,,1,7,12,54% 68/125,46% 57/125,42% 28/66,32% 19/59,68% 40/59,58% 38/66,42% 28/66,32% 19/59,10,11,0% 0/0,0% 0/0,0,0,0,0,68% 40/59,58% 38/66,0% 0/0,0% 0/0,11,10
3487,RIYADH SEASON P1,riyadh-season-p1,2025,Women R32,COURT 3,Completed,Riera,Marrero Marrero,Borrero,Calvo Santamaria,6,7,,0,5,,1,13,4,59% 73/123,41% 50/123,56% 39/70,36% 19/53,64% 34/53,44% 31/70,61% 34/56,31% 13/42,9,9,36% 5/14,55% 6/11,0,0,0,0,69% 29/42,39% 22/56,45% 5/11,64% 9/14,9,9
3488,RIYADH SEASON P1,riyadh-season-p1,2025,Men R32,COURT 3,Completed,Agustin Torre,Cepero,Campagnolo,Sanchez,4,7,1,6,6,6,2,4,13,45% 83/184,55% 101/184,27% 21/77,42% 45/107,58% 62/107,73% 56/77,28% 19/67,44% 42/95,15,14,20% 2/10,25% 3/12,0,0,0,0,56% 53/95,72% 48/67,75% 9/12,80% 8/10,14,15
3489,RIYADH SEASON P1,riyadh-season-p1,2025,Men R32,COURT 3,Completed,Garcia,Barahona,Deus,Deus,3,4,,6,6,,2,8,6,46% 54/117,54% 63/117,31% 18/58,39% 23/59,61% 36/59,69% 40/58,31% 18/58,39% 23/59,10,9,0% 0/0,0% 0/0,0,0,0,0,61% 36/59,69% 40/58,0% 0/0,0% 0/0,9,10
